YEAR,MO,DY,HR,T2M,RH2M,ALLSKY_KT,ALLSKY_SFC_SW_DWN,PRECTOTCORR,WS10M,SZA,Energy PV system (Wh)
2022,7,3,10,26.31,55.43,0.71,842.62,0.0,1.61,25.83,2099
2022,7,3,11,26.64,53.44,0.74,912.3,0.0,1.39,19.59,2463
2022,7,3,12,26.65,52.42,0.71,882.35,0.0,1.31,20.34,2786
2022,7,3,13,26.91,50.75,0.7,816.42,0.0,1.32,27.52,3124
2022,7,3,14,27.5,49.61,0.69,721.33,0.0,1.68,37.52,2910
2022,7,3,15,27.42,50.92,0.63,551.65,0.0,2.17,48.46,2982
2022,7,3,16,27.13,51.9,0.54,361.62,0.0,2.29,59.64,2591
2022,7,3,17,26.48,54.42,0.44,192.07,0.0,2.2,70.68,1931
2022,7,3,18,25.18,61.54,0.31,61.22,0.04,1.77,81.3,1250
2022,7,3,19,23.67,67.33,0.19,2.92,0.09,1.57,89.34,364
2022,7,3,20,23.26,68.0,-999.0,0.0,0.08,1.12,90.0,132
2022,7,3,21,23.2,68.26,-999.0,0.0,0.06,0.69,90.0,2
2022,7,3,22,23.18,69.38,-999.0,0.0,0.17,1.27,90.0,0
2022,7,3,23,23.27,70.53,-999.0,0.0,0.08,1.63,90.0,0
2022,7,4,0,23.4,70.07,-999.0,0.0,0.04,1.7,90.0,0
2022,7,4,1,23.19,71.3,-999.0,0.0,0.02,1.81,90.0,0
2022,7,4,2,22.88,71.99,-999.0,0.0,0.02,1.96,90.0,0
2022,7,4,3,22.54,74.26,-999.0,0.0,0.01,2.03,90.0,0
2022,7,4,4,22.13,77.45,0.24,8.27,0.01,2.39,88.5,0
2022,7,4,5,22.91,77.53,0.43,104.38,0.0,2.76,79.37,0
2022,7,4,6,24.31,68.26,0.58,279.25,0.0,3.42,68.66,17
2022,7,4,7,25.8,60.99,0.65,457.7,0.0,3.18,57.57,267
2022,7,4,8,27.1,56.01,0.68,619.22,0.0,2.88,46.41,824
2022,7,4,9,27.93,52.01,0.7,748.2,0.01,2.71,35.57,1555
2022,7,4,10,28.43,49.54,0.71,844.5,0.02,2.66,25.93,2191
2022,7,4,11,28.74,48.56,0.74,916.42,0.01,2.64,19.68,2736
2022,7,4,12,28.84,48.5,0.72,888.53,0.0,2.61,20.41,3123
2022,7,4,13,28.74,49.05,0.74,869.17,0.0,2.69,27.56,3341
2022,7,4,14,28.51,49.88,0.73,765.0,0.01,2.82,37.54,3319
2022,7,4,15,28.25,50.95,0.71,621.5,0.02,2.83,48.48,3179
2022,7,4,16,27.89,52.26,0.67,448.92,0.0,2.69,59.66,2817
2022,7,4,17,27.22,54.43,0.61,264.05,0.0,2.51,70.7,2269
2022,7,4,18,25.88,60.05,0.46,91.12,0.0,2.21,81.33,1549
2022,7,4,19,24.01,68.48,0.25,3.72,0.0,1.55,89.35,583
2022,7,4,20,23.49,69.83,-999.0,0.0,0.0,0.39,90.0,95
2022,7,4,21,23.34,72.31,-999.0,0.0,0.0,1.37,90.0,4
2022,7,4,22,23.33,73.25,-999.0,0.0,0.0,2.33,90.0,0
2022,7,4,23,23.35,73.94,-999.0,0.0,0.0,2.75,90.0,0
2022,7,5,0,23.29,74.5,-999.0,0.0,0.0,2.61,90.0,0
2022,7,5,1,23.25,74.52,-999.0,0.0,0.0,2.24,90.0,0
2022,7,5,2,23.04,75.15,-999.0,0.0,0.0,2.09,90.0,0
2022,7,5,3,22.81,75.93,-999.0,0.0,0.0,1.97,90.0,0
2022,7,5,4,22.8,76.07,0.24,8.15,0.0,1.49,88.55,0
2022,7,5,5,23.45,74.44,0.39,94.15,0.01,1.02,79.46,0
2022,7,5,6,24.52,69.17,0.52,246.73,0.05,1.13,68.75,12
2022,7,5,7,25.62,66.57,0.59,418.35,0.14,1.44,57.66,279
2022,7,5,8,26.9,62.3,0.65,590.25,0.22,1.47,46.5,848
2022,7,5,9,28.26,56.47,0.71,756.55,0.14,1.54,35.66,1303
2022,7,5,10,29.21,52.89,0.74,872.3,0.12,1.57,26.02,2215
2022,7,5,11,29.81,50.31,0.68,847.15,0.06,1.65,19.78,2710
2022,7,5,12,30.1,49.08,0.73,896.15,0.04,2.07,20.48,3042
2022,7,5,13,30.0,49.87,0.72,839.6,0.04,2.83,27.6,3252
2022,7,5,14,29.53,52.07,0.7,726.25,0.04,3.53,37.57,3239
2022,7,5,15,28.83,54.9,0.62,539.03,0.03,3.74,48.5,3033
2022,7,5,16,27.8,58.88,0.55,368.45,0.03,3.64,59.68,2627
2022,7,5,17,26.6,63.99,0.43,187.93,0.02,3.19,70.73,2107
2022,7,5,18,25.48,69.19,0.29,57.55,0.01,2.37,81.36,1288
2022,7,5,19,24.53,73.91,0.14,2.05,0.0,2.46,89.36,159
2022,7,5,20,23.87,78.44,-999.0,0.0,0.08,5.3,90.0,35
2022,7,5,21,23.28,80.02,-999.0,0.0,0.5,3.79,90.0,0
2022,7,5,22,23.28,79.6,-999.0,0.0,1.22,0.94,90.0,0
2022,7,5,23,23.32,80.77,-999.0,0.0,0.13,2.92,90.0,0
2022,7,6,0,23.61,80.08,-999.0,0.0,0.01,3.59,90.0,0
2022,7,6,1,23.9,77.19,-999.0,0.0,0.01,4.14,90.0,0
2022,7,6,2,23.93,71.68,-999.0,0.0,0.01,4.89,90.0,0
2022,7,6,3,23.67,68.49,-999.0,0.0,0.14,2.9,90.0,0
2022,7,6,4,23.16,76.53,0.07,2.25,5.73,2.79,88.6,0
2022,7,6,5,22.59,78.17,0.11,27.1,8.42,2.78,79.56,0
2022,7,6,6,21.92,75.82,0.18,83.75,2.21,5.01,68.84,1
2022,7,6,7,21.98,73.42,0.24,168.38,0.21,7.75,57.75,34
2022,7,6,8,23.28,68.23,0.25,227.45,0.02,8.36,46.58,475
2022,7,6,9,25.13,62.32,0.33,356.08,0.08,8.18,35.76,728
2022,7,6,10,27.2,56.68,0.41,489.75,2.26,6.41,26.12,1521
2022,7,6,11,29.0,51.35,0.2,243.85,6.73,3.48,19.88,924
2022,7,6,12,29.31,50.65,0.19,236.18,1.78,0.73,20.56,1267
2022,7,6,13,27.94,56.81,0.36,414.3,0.43,2.56,27.65,1424
2022,7,6,14,27.11,61.43,0.58,604.38,1.6,2.92,37.6,1272
2022,7,6,15,27.29,62.31,0.47,407.7,14.34,2.4,48.53,1492
2022,7,6,16,27.27,62.66,0.37,244.75,44.82,1.3,59.71,2205
2022,7,6,17,26.75,66.02,0.31,135.62,48.99,1.69,70.76,563
2022,7,6,18,25.66,73.66,0.25,49.2,22.59,2.42,81.4,229
2022,7,6,19,24.52,79.61,0.19,2.65,3.19,3.91,89.38,200
2022,7,6,20,23.83,83.72,-999.0,0.0,1.22,4.58,90.0,121
2022,7,6,21,23.52,86.14,-999.0,0.0,1.09,3.48,90.0,1
2022,7,6,22,23.35,85.69,-999.0,0.0,0.88,3.18,90.0,0
2022,7,6,23,23.11,82.63,-999.0,0.0,0.72,3.63,90.0,0
2022,7,7,0,22.75,77.09,-999.0,0.0,0.3,3.93,90.0,0
2022,7,7,1,22.46,71.37,-999.0,0.0,0.19,4.0,90.0,0
2022,7,7,2,22.34,67.56,-999.0,0.0,0.16,4.27,90.0,0
2022,7,7,3,21.96,67.45,-999.0,0.0,0.17,4.33,90.0,0
2022,7,7,4,21.65,69.18,0.19,6.0,0.32,3.65,88.65,0
2022,7,7,5,22.61,66.59,0.36,85.38,0.96,2.6,79.65,0
2022,7,7,6,24.1,55.38,0.51,239.18,1.44,1.93,68.93,15
2022,7,7,7,25.49,48.9,0.61,429.8,0.96,2.03,57.84,219
2022,7,7,8,26.4,48.51,0.67,606.2,0.6,3.66,46.68,790
2022,7,7,9,27.22,46.15,0.72,764.47,0.6,4.61,35.85,1608
2022,7,7,10,27.72,46.14,0.73,857.2,0.34,5.07,26.23,2306
2022,7,7,11,28.06,46.02,0.73,906.62,0.13,5.49,19.99,2808
2022,7,7,12,28.21,46.27,0.68,840.65,0.07,5.84,20.65,3219
2022,7,7,13,28.1,47.15,0.73,852.65,0.04,6.19,27.71,3032
2022,7,7,14,27.74,49.21,0.72,747.58,0.01,6.32,37.64,3372
2022,7,7,15,27.19,52.14,0.69,598.33,0.01,6.27,48.57,3140
2022,7,7,16,26.48,55.52,0.63,417.33,0.0,5.91,59.74,2756
2022,7,7,17,25.65,59.18,0.55,240.35,0.0,5.18,70.8,2188
2022,7,7,18,24.58,64.68,0.43,83.78,0.0,4.17,81.44,1100
2022,7,7,19,23.3,73.09,0.25,3.47,0.0,2.58,89.4,709
2022,7,7,20,22.86,75.9,-999.0,0.0,0.0,2.0,90.0,140
2022,7,7,21,22.94,74.93,-999.0,0.0,0.0,2.11,90.0,3
2022,7,7,22,22.99,73.23,-999.0,0.0,0.0,2.45,90.0,0
2022,7,7,23,22.96,71.47,-999.0,0.0,0.0,2.55,90.0,0
2022,7,8,0,22.95,69.12,-999.0,0.0,0.0,2.43,90.0,0
2022,7,8,1,22.92,66.74,-999.0,0.0,0.0,2.23,90.0,0
2022,7,8,2,22.67,65.8,-999.0,0.0,0.0,2.08,90.0,0
2022,7,8,3,22.17,66.71,-999.0,0.0,0.0,2.1,90.0,0
2022,7,8,4,21.66,67.92,0.28,8.27,0.0,2.29,88.7,0
2022,7,8,5,22.34,65.88,0.47,109.25,0.0,2.25,79.75,0
2022,7,8,6,23.81,53.22,0.63,297.4,0.0,2.01,69.03,4
2022,7,8,7,26.08,42.99,0.69,481.48,0.0,1.62,57.93,211
2022,7,8,8,28.05,36.86,0.73,656.38,0.0,1.28,46.77,851
2022,7,8,9,28.87,35.58,0.76,814.72,0.0,1.62,35.95,1719
2022,7,8,10,29.21,35.82,0.78,920.2,0.0,2.38,26.34,2369
2022,7,8,11,29.35,36.58,0.78,964.2,0.0,3.03,20.1,2902
2022,7,8,12,29.16,38.68,0.77,953.6,0.0,3.5,20.74,3252
2022,7,8,13,28.79,41.08,0.77,898.47,0.0,3.64,27.77,3415
2022,7,8,14,28.31,43.31,0.76,791.92,0.0,3.51,37.68,3385
2022,7,8,15,27.87,44.9,0.73,638.6,0.0,3.17,48.6,3189
2022,7,8,16,27.35,46.89,0.67,442.7,0.0,2.91,59.78,2806
2022,7,8,17,26.42,51.96,0.61,263.88,0.0,2.93,70.84,2249
2022,7,8,18,25.2,58.24,0.44,86.12,0.0,3.13,81.49,1517
2022,7,8,19,23.64,69.4,0.27,3.6,0.0,3.05,89.42,555
2022,7,8,20,23.1,74.65,-999.0,0.0,0.0,3.42,90.0,91
2022,7,8,21,22.89,76.64,-999.0,0.0,0.0,3.55,90.0,2
2022,7,8,22,22.79,77.0,-999.0,0.0,0.0,3.43,90.0,0
2022,7,8,23,22.75,76.37,-999.0,0.0,0.0,3.2,90.0,0
2022,7,9,0,22.85,74.02,-999.0,0.0,0.0,2.89,90.0,0
2022,7,9,1,23.0,70.12,-999.0,0.0,0.0,2.53,90.0,0
2022,7,9,2,22.87,66.58,-999.0,0.0,0.0,2.64,90.0,0
2022,7,9,3,22.56,63.49,-999.0,0.0,0.0,2.85,90.0,0
2022,7,9,4,22.35,61.32,0.28,8.1,0.0,2.68,88.76,0
2022,7,9,5,23.2,59.76,0.52,119.55,0.0,2.14,79.85,0
2022,7,9,6,24.85,46.78,0.65,304.3,0.0,1.85,69.12,7
2022,7,9,7,26.24,42.32,0.71,494.08,0.0,1.19,58.03,202
2022,7,9,8,27.39,43.48,0.74,667.12,0.0,0.38,46.87,821
2022,7,9,9,28.1,43.62,0.76,807.83,0.0,1.2,36.06,1676
2022,7,9,10,28.55,43.3,0.77,906.15,0.0,2.29,26.45,2320
2022,7,9,11,28.74,44.06,0.77,953.35,0.0,3.26,20.23,2817
2022,7,9,12,28.65,45.93,0.77,948.92,0.0,4.04,20.84,2857
2022,7,9,13,28.45,47.91,0.76,885.85,0.0,4.5,27.84,3292
2022,7,9,14,28.13,49.78,0.74,774.72,0.0,4.72,37.73,3192
2022,7,9,15,27.75,51.35,0.71,613.88,0.0,4.49,48.65,2976
2022,7,9,16,27.31,52.67,0.64,421.95,0.0,4.07,59.83,2558
2022,7,9,17,26.65,54.6,0.54,234.73,0.0,3.82,70.89,2102
2022,7,9,18,25.55,57.75,0.37,77.4,0.0,3.72,80.97,1504
2022,7,9,19,24.05,66.23,-999.0,0.0,0.0,3.3,90.0,554
2022,7,9,20,23.42,71.24,-999.0,0.0,0.0,3.6,90.0,96
2022,7,9,21,23.13,73.95,-999.0,0.0,0.0,4.0,90.0,3
2022,7,9,22,22.99,74.96,-999.0,0.0,0.0,4.1,90.0,0
2022,7,9,23,22.88,74.77,-999.0,0.0,0.0,3.98,90.0,0
2022,7,10,0,22.86,73.14,-999.0,0.0,0.0,3.69,90.0,0
2022,7,10,1,22.94,69.88,-999.0,0.0,0.0,3.28,90.0,0
2022,7,10,2,22.98,65.93,-999.0,0.0,0.0,3.18,90.0,0
2022,7,10,3,22.87,62.38,-999.0,0.0,0.0,3.33,90.0,0
2022,7,10,4,22.85,59.79,0.29,8.0,0.0,3.23,88.81,0
2022,7,10,5,24.06,58.33,0.48,109.4,0.0,2.71,79.96,0
2022,7,10,6,25.79,46.45,0.64,299.23,0.0,2.36,69.23,8
2022,7,10,7,27.19,44.52,0.7,489.52,0.0,1.9,58.13,210
2022,7,10,8,28.69,38.85,0.74,664.3,0.0,1.17,46.97,813
2022,7,10,9,29.44,38.94,0.76,804.9,0.0,0.93,36.16,1640
2022,7,10,10,29.76,39.93,0.77,906.12,0.0,2.03,26.57,2302
2022,7,10,11,29.93,40.54,0.77,953.03,0.0,3.17,20.35,2753
2022,7,10,12,29.8,42.38,0.77,943.3,0.0,4.15,20.95,2441
2022,7,10,13,29.51,44.35,0.76,884.58,0.0,4.84,27.91,3367
2022,7,10,14,29.06,46.33,0.75,778.95,0.0,5.21,37.79,2687
2022,7,10,15,28.45,48.75,0.72,629.28,0.0,5.18,48.69,2756
2022,7,10,16,27.69,51.7,0.68,451.83,0.0,4.93,59.87,2729
2022,7,10,17,26.69,55.18,0.61,262.75,0.0,4.69,70.94,2261
2022,7,10,18,25.4,60.19,0.46,94.45,0.0,4.24,81.06,1535
2022,7,10,19,23.97,69.66,-999.0,0.0,0.0,3.14,90.0,548
2022,7,10,20,23.27,75.12,-999.0,0.0,0.0,2.84,90.0,83
2022,7,10,21,22.95,76.82,-999.0,0.0,0.0,2.84,90.0,3
2022,7,10,22,22.84,77.27,-999.0,0.0,0.0,2.95,90.0,0
2022,7,10,23,22.78,77.58,-999.0,0.0,0.0,3.03,90.0,0
2022,7,11,0,22.8,76.83,-999.0,0.0,0.0,3.03,90.0,0
2022,7,11,1,22.91,75.27,-999.0,0.0,0.0,2.89,90.0,0
2022,7,11,2,23.23,72.43,-999.0,0.0,0.0,2.53,90.0,0
2022,7,11,3,23.67,68.36,-999.0,0.0,0.0,1.85,90.0,0
2022,7,11,4,23.67,66.49,0.28,7.2,0.0,1.32,88.87,0
2022,7,11,5,24.24,66.25,0.49,111.12,0.0,1.6,80.07,0
2022,7,11,6,25.62,57.87,0.63,292.55,0.0,1.96,69.33,8
2022,7,11,7,27.05,53.9,0.69,480.23,0.0,1.58,58.23,209
2022,7,11,8,28.2,49.42,0.73,653.15,0.0,1.46,47.07,801
2022,7,11,9,28.92,47.01,0.75,794.42,0.0,1.76,36.27,1641
2022,7,11,10,29.33,45.75,0.76,893.88,0.0,2.26,26.69,2301
2022,7,11,11,29.48,45.47,0.77,945.95,0.0,2.89,20.49,2748
2022,7,11,12,29.35,46.15,0.77,942.6,0.0,3.37,21.06,3202
2022,7,11,13,29.09,47.63,0.76,884.83,0.0,3.55,27.99,3373
2022,7,11,14,28.74,49.28,0.75,775.53,0.0,3.57,37.85,3358
2022,7,11,15,28.43,50.37,0.71,620.72,0.0,3.47,48.75,3157
2022,7,11,16,28.04,51.6,0.67,443.48,0.0,3.24,59.93,2785
2022,7,11,17,27.42,53.84,0.6,255.85,0.0,2.87,71.0,2218
2022,7,11,18,26.39,58.45,0.47,96.2,0.0,2.56,81.15,1473
2022,7,11,19,24.79,67.52,-999.0,0.0,0.0,2.22,90.0,527
2022,7,11,20,24.13,72.44,-999.0,0.0,0.0,2.08,90.0,79
2022,7,11,21,23.82,75.01,-999.0,0.0,0.0,1.94,90.0,1
2022,7,11,22,23.66,76.13,-999.0,0.0,0.0,1.92,90.0,0
2022,7,11,23,23.55,76.65,-999.0,0.0,0.0,1.97,90.0,0
2022,7,12,0,23.45,76.84,-999.0,0.0,0.0,1.96,90.0,0
2022,7,12,1,23.41,76.49,-999.0,0.0,0.0,1.84,90.0,0
2022,7,12,2,23.44,75.86,-999.0,0.0,0.0,1.62,90.0,0
2022,7,12,3,23.4,75.67,-999.0,0.0,0.0,1.22,90.0,0
2022,7,12,4,23.44,75.5,0.27,6.78,0.0,0.69,88.92,0
2022,7,12,5,23.88,74.19,0.47,105.35,0.0,0.2,80.18,0
2022,7,12,6,25.74,59.31,0.62,285.3,0.0,0.53,69.44,1
2022,7,12,7,27.42,51.73,0.68,473.6,0.0,0.96,58.34,199
2022,7,12,8,28.63,47.85,0.72,646.97,0.0,1.27,47.18,784
2022,7,12,9,29.56,45.4,0.74,788.75,0.0,1.84,36.38,1610
2022,7,12,10,30.09,45.45,0.76,888.08,0.0,2.53,26.82,2269
2022,7,12,11,30.33,46.26,0.76,930.95,0.0,3.09,20.63,2769
2022,7,12,12,30.36,47.26,0.75,926.2,0.0,3.49,21.18,3159
2022,7,12,13,30.2,48.53,0.73,850.05,0.0,3.66,28.08,3321
2022,7,12,14,29.95,49.71,0.73,759.22,0.0,3.51,37.92,3324
2022,7,12,15,29.68,50.63,0.68,592.35,0.0,3.22,48.81,3133
2022,7,12,16,29.25,52.24,0.66,434.58,0.0,2.97,59.99,2730
2022,7,12,17,28.51,55.54,0.58,248.77,0.0,2.81,71.06,2151
2022,7,12,18,27.31,60.92,0.45,91.15,0.0,2.67,81.24,1444
2022,7,12,19,25.71,68.21,-999.0,0.0,0.0,2.45,90.0,533
2022,7,12,20,24.91,73.87,-999.0,0.0,0.0,2.39,90.0,93
2022,7,12,21,24.55,76.73,-999.0,0.0,0.0,2.5,90.0,2
2022,7,12,22,24.41,77.65,-999.0,0.0,0.0,2.76,90.0,0
2022,7,12,23,24.34,77.56,-999.0,0.0,0.0,2.98,90.0,0
2022,7,13,0,24.28,76.73,-999.0,0.0,0.0,3.13,90.0,0
2022,7,13,1,24.27,75.51,-999.0,0.0,0.0,3.21,90.0,0
2022,7,13,2,24.21,75.14,-999.0,0.0,0.0,3.2,90.0,0
2022,7,13,3,24.1,75.58,-999.0,0.0,0.0,3.04,90.0,0
2022,7,13,4,24.21,74.94,0.26,6.07,0.0,2.52,88.98,0
2022,7,13,5,25.26,72.32,0.47,103.5,0.0,1.64,80.3,0
2022,7,13,6,26.95,60.17,0.6,274.65,0.0,1.05,69.55,5
2022,7,13,7,28.53,51.51,0.66,458.42,0.0,1.05,58.45,191
2022,7,13,8,29.71,46.94,0.7,629.1,0.0,1.42,47.29,776
2022,7,13,9,30.3,46.3,0.73,769.08,0.0,2.22,36.5,1610
2022,7,13,10,30.48,47.47,0.74,867.35,0.0,3.22,26.95,2263
2022,7,13,11,30.47,49.53,0.75,918.55,0.0,4.04,20.77,2744
2022,7,13,12,30.39,51.1,0.75,917.05,0.0,4.6,21.31,3150
2022,7,13,13,30.19,52.37,0.74,857.88,0.0,4.93,28.17,3323
2022,7,13,14,29.85,53.58,0.73,756.75,0.0,5.12,37.99,3292
2022,7,13,15,29.42,54.98,0.69,597.45,0.0,5.04,48.87,3089
2022,7,13,16,28.88,56.51,0.62,407.1,0.0,4.77,60.05,2727
2022,7,13,17,28.12,58.6,0.53,227.27,0.0,4.28,71.13,2181
2022,7,13,18,27.07,62.02,0.37,72.85,0.0,3.59,81.34,1470
2022,7,13,19,25.62,70.72,-999.0,0.0,0.0,2.31,90.0,534
2022,7,13,20,24.91,75.52,-999.0,0.0,0.0,1.79,90.0,88
2022,7,13,21,24.52,77.58,-999.0,0.0,0.0,1.57,90.0,2
2022,7,13,22,24.15,79.22,-999.0,0.0,0.0,1.71,90.0,0
2022,7,13,23,23.78,80.23,-999.0,0.0,0.0,1.95,90.0,0
2022,7,14,0,23.46,80.34,-999.0,0.0,0.0,2.07,90.0,0
2022,7,14,1,23.24,79.28,-999.0,0.0,0.0,2.06,90.0,0
2022,7,14,2,23.08,77.57,-999.0,0.0,0.0,2.01,90.0,0
2022,7,14,3,22.92,75.94,-999.0,0.0,0.0,2.0,90.0,0
2022,7,14,4,22.81,74.56,0.27,6.0,0.0,2.02,89.03,0
2022,7,14,5,23.79,71.09,0.51,111.28,0.0,2.01,80.41,0
2022,7,14,6,25.41,61.17,0.65,295.98,0.0,2.65,69.66,4
2022,7,14,7,27.06,52.35,0.71,487.83,0.0,3.45,58.56,192
2022,7,14,8,28.27,48.44,0.74,660.0,0.0,3.67,47.4,764
2022,7,14,9,29.05,47.51,0.76,800.05,0.0,3.66,36.62,1605
2022,7,14,10,29.57,47.6,0.76,896.62,0.0,3.67,27.08,2253
2022,7,14,11,29.9,47.49,0.77,944.83,0.0,3.79,20.92,2672
2022,7,14,12,30.04,47.59,0.77,938.97,0.0,3.89,21.44,3113
2022,7,14,13,30.01,47.97,0.76,878.28,0.0,3.9,28.27,3300
2022,7,14,14,29.79,48.53,0.74,767.55,0.0,3.75,38.07,3296
2022,7,14,15,29.52,48.85,0.7,602.0,0.0,3.57,48.94,3100
2022,7,14,16,29.14,49.28,0.63,412.2,0.0,3.37,60.12,2701
2022,7,14,17,28.53,50.5,0.54,229.18,0.0,3.2,71.2,2146
2022,7,14,18,27.43,53.49,0.37,73.43,0.0,3.18,81.45,1425
2022,7,14,19,25.73,62.42,-999.0,0.0,0.0,3.1,90.0,530
2022,7,14,20,25.11,66.46,-999.0,0.0,0.0,3.31,90.0,105
2022,7,14,21,24.79,68.54,-999.0,0.0,0.0,3.58,90.0,1
2022,7,14,22,24.62,69.38,-999.0,0.0,0.0,3.76,90.0,0
2022,7,14,23,24.6,68.88,-999.0,0.0,0.0,3.79,90.0,0
2022,7,15,0,24.7,67.26,-999.0,0.0,0.0,3.66,90.0,0
2022,7,15,1,24.9,65.18,-999.0,0.0,0.0,3.36,90.0,0
2022,7,15,2,25.16,63.27,-999.0,0.0,0.0,2.88,90.0,0
2022,7,15,3,25.33,62.13,-999.0,0.0,0.0,2.35,90.0,0
2022,7,15,4,25.39,60.88,0.27,5.65,0.0,2.08,89.09,0
2022,7,15,5,26.28,61.13,0.49,106.1,0.0,1.86,80.53,0
2022,7,15,6,28.21,51.47,0.63,286.48,0.0,1.66,69.77,5
2022,7,15,7,30.1,43.34,0.69,475.05,0.0,1.06,58.67,189
2022,7,15,8,31.44,39.8,0.73,648.7,0.0,1.57,47.51,741
2022,7,15,9,31.89,39.54,0.75,790.4,0.0,2.09,36.74,1553
2022,7,15,10,32.03,39.83,0.76,892.0,0.0,2.56,27.22,2201
2022,7,15,11,32.0,40.53,0.75,922.4,0.0,3.07,21.08,2689
2022,7,15,12,31.82,41.88,0.74,903.3,0.0,3.55,21.58,3033
2022,7,15,13,31.56,43.72,0.74,852.7,0.0,3.93,28.37,3258
2022,7,15,14,31.23,45.68,0.72,747.58,0.0,4.21,38.15,3230
2022,7,15,15,30.99,46.85,0.7,601.8,0.0,4.23,49.02,3032
2022,7,15,16,30.65,48.03,0.65,427.8,0.0,4.18,60.19,2649
2022,7,15,17,29.99,50.28,0.58,244.18,0.0,3.98,71.28,2112
2022,7,15,18,28.71,56.94,0.42,81.68,0.0,3.17,81.57,1417
2022,7,15,19,27.16,65.19,-999.0,0.0,0.0,2.89,90.0,529
2022,7,15,20,26.71,65.62,-999.0,0.0,0.0,3.1,90.0,102
2022,7,15,21,26.45,64.69,-999.0,0.0,0.0,3.4,90.0,1
2022,7,15,22,26.26,64.09,-999.0,0.0,0.0,3.53,90.0,0
2022,7,15,23,26.14,63.61,-999.0,0.0,0.0,3.46,90.0,0
2022,7,16,0,26.06,63.2,-999.0,0.0,0.0,3.27,90.0,0
2022,7,16,1,26.04,62.65,-999.0,0.0,0.0,3.03,90.0,0
2022,7,16,2,26.11,61.59,-999.0,0.0,0.0,2.72,90.0,0
2022,7,16,3,26.14,60.36,-999.0,0.0,0.0,2.46,90.0,0
2022,7,16,4,25.75,58.93,0.25,4.97,0.0,2.84,89.14,0
2022,7,16,5,26.46,56.7,0.45,95.8,0.0,3.27,80.66,0
2022,7,16,6,27.57,51.05,0.59,269.55,0.0,3.95,69.89,5
2022,7,16,7,28.35,48.64,0.67,454.3,0.0,3.68,58.78,203
2022,7,16,8,29.04,47.84,0.7,625.42,0.0,2.73,47.63,720
2022,7,16,9,29.85,46.54,0.73,765.05,0.0,2.06,36.86,1398
2022,7,16,10,30.42,45.99,0.74,862.25,0.0,2.36,27.36,2105
2022,7,16,11,30.69,45.82,0.74,905.08,0.0,3.06,21.24,2405
2022,7,16,12,30.67,45.9,0.74,907.47,0.0,3.76,21.73,2715
2022,7,16,13,30.44,45.96,0.74,856.78,0.0,4.21,28.49,2220
2022,7,16,14,30.04,47.1,0.73,753.15,0.0,4.32,38.24,2850
2022,7,16,15,29.61,48.84,0.7,607.88,0.0,4.03,49.1,2478
2022,7,16,16,29.13,50.86,0.66,433.1,0.0,3.42,60.27,2480
2022,7,16,17,28.49,53.87,0.59,248.02,0.0,2.71,71.36,1964
2022,7,16,18,27.5,58.96,0.44,83.35,0.0,2.12,81.69,1351
2022,7,16,19,26.1,66.78,-999.0,0.0,0.0,1.91,90.0,532
2022,7,16,20,25.49,71.01,-999.0,0.0,0.0,2.09,90.0,114
2022,7,16,21,25.23,72.67,-999.0,0.0,0.0,2.39,90.0,2
2022,7,16,22,25.19,72.36,-999.0,0.0,0.0,2.62,90.0,0
2022,7,16,23,25.32,70.72,-999.0,0.0,0.0,2.58,90.0,0
2022,7,17,0,25.63,68.41,-999.0,0.0,0.0,2.29,90.0,0
2022,7,17,1,26.1,66.67,-999.0,0.0,0.0,1.69,90.0,0
2022,7,17,2,26.36,64.68,-999.0,0.0,0.0,1.04,90.0,0
2022,7,17,3,25.52,64.02,-999.0,0.0,0.0,1.83,90.0,0
2022,7,17,4,24.33,68.76,0.26,4.8,0.0,2.96,89.2,0
2022,7,17,5,24.99,69.98,0.45,95.88,0.0,3.72,80.78,0
2022,7,17,6,25.91,68.6,0.6,268.23,0.0,4.45,70.01,5
2022,7,17,7,27.27,60.51,0.68,464.6,0.0,4.27,58.9,187
2022,7,17,8,28.55,52.49,0.72,639.1,0.0,3.75,47.75,722
2022,7,17,9,29.4,49.43,0.74,781.4,0.0,3.16,36.99,1467
2022,7,17,10,30.01,47.35,0.75,881.35,0.0,2.91,27.51,2068
2022,7,17,11,30.38,45.99,0.76,931.38,0.0,3.0,21.4,2665
2022,7,17,12,30.55,44.93,0.76,928.38,0.0,3.15,21.88,2856
2022,7,17,13,30.61,43.97,0.75,871.97,0.0,3.23,28.6,2990
2022,7,17,14,30.55,43.32,0.74,766.7,0.0,3.25,38.34,3304
2022,7,17,15,30.39,42.98,0.72,619.3,0.0,3.23,49.18,3071
2022,7,17,16,30.09,43.38,0.68,442.55,0.0,3.08,60.36,2655
2022,7,17,17,29.56,44.73,0.61,254.15,0.0,2.83,71.45,1935
2022,7,17,18,28.09,54.04,0.45,84.8,0.0,2.17,81.82,1050
2022,7,17,19,26.65,58.54,-999.0,0.0,0.0,2.13,90.0,441
2022,7,17,20,26.22,58.41,-999.0,0.0,0.0,1.93,90.0,132
2022,7,17,21,25.93,60.23,-999.0,0.0,0.0,1.54,90.0,2
2022,7,17,22,25.64,62.53,-999.0,0.0,0.0,1.44,90.0,0
