,name,address,date,kWh,year,month,day,hour,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,T2M,RH2M,WS10M,ALLSKY_SFC_SW_DIFF,PRECTOTCORR
140,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-20 15:00:00,3.107,2017,9,20,15,113.57,323.05,72.53,0.25,0.13,70.6,8.55,58.76,5.06,88.91,6.14
141,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-20 16:00:00,0.886,2017,9,20,16,53.75,157.02,60.25,0.22,0.13,79.41,6.36,73.62,4.85,45.85,12.09
142,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-20 17:00:00,2.749,2017,9,20,17,7.1,18.67,20.57,0.16,0.12,88.07,4.78,84.72,4.04,8.28,12.56
143,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-20 18:00:00,0.298,2017,9,20,18,0.0,0.0,0.0,-999.0,-999.0,90.0,4.05,88.76,3.48,0.0,7.45
144,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-20 19:00:00,0.008,2017,9,20,19,0.0,0.0,0.0,-999.0,-999.0,90.0,3.72,89.31,3.48,0.0,1.98
145,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-21 07:00:00,0.01,2017,9,21,7,60.72,292.67,0.0,0.15,0.12,72.24,2.78,85.1,4.8,52.68,5.09
146,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-21 08:00:00,0.247,2017,9,21,8,95.12,441.75,0.0,0.16,0.12,64.19,3.17,80.43,5.85,82.79,7.69
147,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-21 09:00:00,1.015,2017,9,21,9,124.75,560.15,0.0,0.17,0.12,57.55,3.4,76.63,6.26,108.62,7.92
148,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-21 10:00:00,1.527,2017,9,21,10,168.27,637.08,73.31,0.21,0.13,53.01,3.72,72.83,6.51,119.87,7.66
149,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-21 11:00:00,1.868,2017,9,21,11,209.32,664.95,15.57,0.25,0.13,51.25,3.94,69.47,6.71,177.53,6.22
150,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-21 12:00:00,2.803,2017,9,21,12,236.4,643.33,1.85,0.29,0.13,52.55,4.04,67.98,6.65,202.69,4.87
151,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-21 13:00:00,3.64,2017,9,21,13,202.3,571.08,10.87,0.27,0.13,56.7,4.07,67.53,6.48,173.86,5.02
152,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-21 14:00:00,3.794,2017,9,21,14,152.8,455.73,56.36,0.25,0.13,63.08,4.01,68.4,6.11,120.6,6.04
153,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-21 15:00:00,2.935,2017,9,21,15,121.43,307.65,7.23,0.28,0.13,70.97,3.72,71.48,5.52,105.56,6.92
154,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-21 16:00:00,1.881,2017,9,21,16,61.15,143.2,4.57,0.26,0.12,79.78,3.06,77.79,4.59,53.35,7.02
155,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-21 17:00:00,1.098,2017,9,21,17,7.1,14.35,0.0,0.18,0.12,88.3,2.06,87.05,2.96,7.6,6.63
156,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-21 18:00:00,0.247,2017,9,21,18,0.0,0.0,0.0,-999.0,-999.0,90.0,1.42,92.06,2.72,0.0,5.56
157,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-21 19:00:00,0.006,2017,9,21,19,0.0,0.0,0.0,-999.0,-999.0,90.0,1.12,94.33,3.15,0.0,3.82
158,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-22 07:00:00,0.07,2017,9,22,7,114.68,274.5,32.59,0.28,0.13,72.51,1.99,89.04,3.05,97.4,0.76
159,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-22 08:00:00,1.122,2017,9,22,8,171.98,424.98,61.48,0.3,0.13,64.48,3.11,81.46,3.02,138.99,1.45
160,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-22 09:00:00,1.811,2017,9,22,9,210.62,543.88,58.82,0.29,0.13,57.87,4.4,72.81,2.95,170.96,1.5
161,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-22 10:00:00,1.865,2017,9,22,10,294.1,622.95,44.01,0.36,0.13,53.37,5.24,66.68,2.45,236.7,1.74
162,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-22 11:00:00,3.285,2017,9,22,11,315.83,654.12,113.88,0.38,0.13,51.63,6.27,61.61,1.82,233.02,1.85
163,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-22 12:00:00,2.617,2017,9,22,12,314.12,631.83,115.37,0.39,0.13,52.95,7.05,57.8,1.44,252.48,1.59
164,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-22 13:00:00,2.049,2017,9,22,13,298.0,560.6,502.21,0.41,0.15,57.1,7.54,55.31,1.22,124.23,1.1
165,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-22 14:00:00,2.451,2017,9,22,14,243.25,445.58,283.86,0.4,0.14,63.46,7.75,53.82,1.16,141.3,0.59
166,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-22 15:00:00,3.996,2017,9,22,15,140.62,297.62,169.26,0.33,0.13,71.34,7.47,53.87,1.29,90.54,0.24
167,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-22 16:00:00,1.326,2017,9,22,16,61.33,136.27,94.87,0.26,0.13,80.14,6.61,57.29,1.61,46.36,0.04
168,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-22 17:00:00,1.431,2017,9,22,17,5.15,12.55,14.6,0.15,0.13,88.51,3.64,75.74,1.76,6.33,0.01
169,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-22 18:00:00,0.386,2017,9,22,18,0.0,0.0,0.0,-999.0,-999.0,90.0,1.96,79.84,2.28,0.0,0.01
170,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-22 19:00:00,0.011,2017,9,22,19,0.0,0.0,0.0,-999.0,-999.0,90.0,1.64,80.85,2.34,0.0,0.02
171,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-23 07:00:00,0.026,2017,9,23,7,199.0,276.45,308.6,0.5,0.15,72.78,4.08,73.75,3.2,115.22,0.01
172,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-23 08:00:00,0.97,2017,9,23,8,335.15,425.2,435.19,0.58,0.16,64.77,6.44,62.29,3.76,155.29,0.01
173,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-23 09:00:00,2.498,2017,9,23,9,447.83,542.88,568.93,0.63,0.16,58.2,8.3,54.19,3.54,165.11,0.03
174,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-23 10:00:00,5.719,2017,9,23,10,519.17,619.08,764.03,0.65,0.16,53.73,9.73,48.94,3.12,107.8,0.03
175,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-23 11:00:00,11.213,2017,9,23,11,545.0,643.22,645.81,0.66,0.15,52.02,10.76,45.45,2.67,173.21,0.04
176,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-23 12:00:00,13.433,2017,9,23,12,502.25,619.55,654.17,0.62,0.15,53.35,11.4,43.44,2.25,145.2,0.05
177,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-23 13:00:00,14.014,2017,9,23,13,437.58,546.42,532.37,0.6,0.15,57.49,11.51,42.7,2.13,165.47,0.04
178,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-23 14:00:00,13.454,2017,9,23,14,333.3,430.62,429.98,0.56,0.15,63.84,11.23,43.07,2.19,161.09,0.02
179,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-23 15:00:00,11.825,2017,9,23,15,208.6,283.58,314.12,0.49,0.15,71.71,10.66,44.52,2.3,122.45,0.01
180,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-23 16:00:00,9.315,2017,9,23,16,83.47,123.62,154.66,0.37,0.14,80.5,9.27,52.33,2.14,56.48,0.01
181,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-23 17:00:00,5.85,2017,9,23,17,6.05,9.85,13.86,0.2,0.14,88.7,5.62,71.16,2.44,7.63,0.03
182,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-23 18:00:00,0.948,2017,9,23,18,0.0,0.0,0.0,-999.0,-999.0,90.0,4.28,73.69,2.74,0.0,0.06
183,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-23 19:00:00,0.026,2017,9,23,19,0.0,0.0,0.0,-999.0,-999.0,90.0,3.91,74.23,2.65,0.0,0.06
184,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-24 07:00:00,0.027,2017,9,24,7,233.68,264.5,529.55,0.59,0.16,73.05,6.02,62.02,2.4,80.1,0.0
185,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-24 08:00:00,1.295,2017,9,24,8,367.25,414.55,644.08,0.64,0.14,65.07,9.26,51.18,3.26,112.54,0.0
186,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-24 09:00:00,3.43,2017,9,24,9,480.35,534.67,709.11,0.68,0.14,58.53,11.99,44.69,3.43,134.85,0.0
187,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-24 10:00:00,6.584,2017,9,24,10,549.15,613.65,784.34,0.69,0.14,54.1,13.91,40.65,2.83,131.73,0.0
188,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-24 11:00:00,10.483,2017,9,24,11,539.8,632.8,736.18,0.65,0.14,52.41,15.28,37.93,2.07,142.51,0.0
189,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-24 12:00:00,12.68,2017,9,24,12,395.8,610.5,512.3,0.49,0.14,53.75,16.1,36.29,1.53,171.8,0.0
190,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-24 13:00:00,13.326,2017,9,24,13,382.38,539.35,314.57,0.53,0.14,57.89,16.26,35.83,1.51,241.6,0.0
191,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-24 14:00:00,12.601,2017,9,24,14,307.52,426.02,202.02,0.52,0.14,64.22,16.05,36.38,1.75,217.82,0.0
192,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-24 15:00:00,10.721,2017,9,24,15,204.6,281.88,162.69,0.49,0.14,72.08,15.6,38.72,1.96,151.09,0.0
193,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-24 16:00:00,6.064,2017,9,24,16,84.0,123.62,92.55,0.39,0.13,80.86,13.61,53.95,1.81,66.89,0.0
194,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-24 17:00:00,2.241,2017,9,24,17,5.78,8.93,6.24,0.22,0.13,88.88,10.48,60.56,2.67,7.85,0.0
195,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-24 18:00:00,1.774,2017,9,24,18,0.0,0.0,0.0,-999.0,-999.0,90.0,9.12,62.41,3.21,0.0,0.0
196,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-24 19:00:00,0.02,2017,9,24,19,0.0,0.0,0.0,-999.0,-999.0,90.0,8.24,64.41,3.24,0.0,0.0
197,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-25 07:00:00,0.008,2017,9,25,7,205.62,263.6,439.18,0.53,0.15,73.32,9.25,69.28,3.44,99.9,0.01
198,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-25 08:00:00,1.18,2017,9,25,8,331.48,411.23,452.92,0.59,0.14,65.36,12.7,58.98,2.01,155.36,0.4
199,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-25 09:00:00,3.359,2017,9,25,9,440.2,527.95,550.71,0.63,0.14,58.85,15.62,52.59,1.25,190.7,0.99
200,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-25 10:00:00,6.328,2017,9,25,10,519.33,603.83,504.26,0.66,0.14,54.46,16.85,48.23,1.18,262.61,0.68
201,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-25 11:00:00,10.4,2017,9,25,11,512.28,626.7,438.59,0.63,0.14,52.79,17.7,44.84,1.06,263.84,0.49
202,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-25 12:00:00,12.387,2017,9,25,12,485.7,607.33,485.39,0.61,0.14,54.14,18.24,42.59,0.87,229.55,0.38
203,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-25 13:00:00,12.653,2017,9,25,13,304.23,540.7,47.5,0.43,0.13,58.28,18.34,41.63,0.74,256.92,0.34
204,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-25 14:00:00,9.203,2017,9,25,14,220.15,426.83,99.4,0.38,0.13,64.61,18.08,41.83,0.97,173.13,0.12
205,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-25 15:00:00,8.209,2017,9,25,15,132.95,281.05,83.17,0.33,0.13,72.45,17.43,46.65,1.37,107.28,0.01
206,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-25 16:00:00,4.663,2017,9,25,16,58.28,121.15,88.49,0.28,0.13,81.23,15.37,62.75,1.67,45.32,0.01
207,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-25 17:00:00,3.657,2017,9,25,17,4.85,7.88,11.56,0.22,0.13,89.05,12.9,66.28,2.33,6.4,0.03
208,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-25 18:00:00,0.458,2017,9,25,18,0.0,0.0,0.0,-999.0,-999.0,90.0,12.0,68.61,2.31,0.0,0.1
209,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-26 07:00:00,0.005,2017,9,26,7,158.15,260.02,303.86,0.41,0.14,73.59,11.42,67.58,3.99,81.88,0.15
210,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-26 08:00:00,0.589,2017,9,26,8,256.0,409.55,393.24,0.46,0.13,65.66,14.13,57.94,3.62,127.07,0.07
211,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-26 09:00:00,2.124,2017,9,26,9,396.9,526.75,260.02,0.57,0.13,59.18,16.29,50.91,3.48,261.04,0.25
212,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-26 10:00:00,6.7,2017,9,26,10,418.95,602.15,623.01,0.54,0.13,54.82,17.24,46.98,3.29,120.34,0.14
213,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-26 11:00:00,9.96,2017,9,26,11,465.65,631.03,476.75,0.57,0.13,53.18,17.92,44.03,3.06,199.94,0.04
214,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-26 12:00:00,11.051,2017,9,26,12,423.52,606.33,677.72,0.54,0.14,54.54,18.39,41.86,2.72,141.3,0.02
215,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-26 13:00:00,8.365,2017,9,26,13,417.27,534.7,280.62,0.59,0.13,58.67,18.65,40.37,2.23,281.38,0.01
216,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-26 14:00:00,11.712,2017,9,26,14,271.0,420.33,426.02,0.47,0.13,64.99,18.51,40.32,1.78,123.27,0.01
217,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-26 15:00:00,10.83,2017,9,26,15,188.18,274.92,419.1,0.47,0.15,72.82,17.92,43.6,1.28,84.69,0.0
218,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-26 16:00:00,4.227,2017,9,26,16,81.53,114.62,244.19,0.41,0.16,81.59,16.34,61.55,0.97,42.96,0.0
219,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-26 17:00:00,2.025,2017,9,26,17,4.88,6.4,35.49,0.26,0.15,89.21,14.1,61.74,1.75,6.19,0.0
220,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-26 18:00:00,0.528,2017,9,26,18,0.0,0.0,0.0,-999.0,-999.0,90.0,12.86,65.23,2.07,0.0,0.0
221,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-26 19:00:00,0.008,2017,9,26,19,0.0,0.0,0.0,-999.0,-999.0,90.0,11.91,69.87,2.34,0.0,0.0
222,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-27 07:00:00,0.031,2017,9,27,7,252.77,255.73,766.87,0.67,0.17,73.87,11.69,62.79,4.27,44.08,0.0
223,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-27 08:00:00,1.197,2017,9,27,8,397.92,403.2,846.81,0.72,0.14,65.96,14.95,53.57,3.5,59.05,0.0
224,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-27 09:00:00,3.283,2017,9,27,9,516.53,520.53,922.69,0.75,0.15,59.51,17.7,47.61,3.46,59.17,0.0
225,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-27 10:00:00,6.169,2017,9,27,10,570.72,595.12,869.15,0.74,0.13,55.18,19.08,45.03,2.76,97.07,0.02
226,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-27 11:00:00,9.972,2017,9,27,11,603.72,622.12,773.23,0.75,0.13,53.57,19.91,43.38,1.95,101.87,0.04
227,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-27 12:00:00,11.809,2017,9,27,12,593.92,598.9,924.29,0.76,0.13,54.94,20.43,42.42,1.35,68.86,0.04
228,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-27 13:00:00,12.3,2017,9,27,13,505.9,527.58,851.49,0.73,0.14,59.07,20.68,41.81,1.03,102.71,0.01
229,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-27 14:00:00,11.94,2017,9,27,14,398.88,414.08,780.97,0.71,0.14,65.37,20.57,41.84,0.97,85.92,0.0
230,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-27 15:00:00,10.67,2017,9,27,15,261.67,268.9,713.45,0.67,0.16,73.19,19.74,45.9,1.36,63.46,0.0
231,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-27 16:00:00,7.962,2017,9,27,16,106.47,110.12,482.4,0.56,0.18,81.95,17.15,64.34,1.82,32.92,0.0
232,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-27 17:00:00,4.654,2017,9,27,17,5.28,5.38,62.65,0.34,0.16,89.35,14.48,69.09,2.49,5.04,0.0
233,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-27 18:00:00,1.523,2017,9,27,18,0.0,0.0,0.0,-999.0,-999.0,90.0,13.52,70.86,2.63,0.0,0.0
234,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-27 19:00:00,0.016,2017,9,27,19,0.0,0.0,0.0,-999.0,-999.0,90.0,12.61,72.66,2.58,0.0,0.0
235,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-28 07:00:00,0.027,2017,9,28,7,255.65,261.45,807.58,0.69,0.13,74.14,12.41,64.61,1.99,39.47,0.0
236,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-28 08:00:00,1.106,2017,9,28,8,406.48,411.52,890.53,0.74,0.13,66.26,15.03,50.77,3.17,51.28,0.0
237,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-28 09:00:00,3.105,2017,9,28,9,529.2,531.0,964.44,0.78,0.13,59.84,17.83,40.78,4.9,53.8,0.0
238,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-28 10:00:00,6.03,2017,9,28,10,601.75,607.45,982.71,0.78,0.12,55.55,19.99,34.94,5.75,58.54,0.0
239,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-28 11:00:00,10.241,2017,9,28,11,632.17,633.17,997.46,0.79,0.14,53.96,21.06,32.92,6.06,58.1,0.0
240,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-28 12:00:00,12.51,2017,9,28,12,603.67,608.58,976.6,0.78,0.12,55.34,21.61,31.64,6.25,60.62,0.0
241,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-28 13:00:00,13.13,2017,9,28,13,530.25,534.7,932.92,0.77,0.13,59.46,21.87,30.3,6.48,64.45,0.0
242,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-28 14:00:00,12.598,2017,9,28,14,410.1,417.55,869.17,0.74,0.12,65.75,21.78,29.61,6.62,57.09,0.0
243,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-28 15:00:00,11.044,2017,9,28,15,263.17,268.75,776.84,0.69,0.13,73.56,20.95,31.71,6.06,43.6,0.0
244,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-28 16:00:00,8.454,2017,9,28,16,113.93,116.0,558.86,0.59,0.16,81.78,18.18,41.43,4.66,27.74,0.0
245,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-28 17:00:00,4.969,2017,9,28,17,0.0,0.0,0.0,-999.0,-999.0,90.0,14.67,50.93,4.62,0.0,0.0
246,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-28 18:00:00,1.362,2017,9,28,18,0.0,0.0,0.0,-999.0,-999.0,90.0,13.49,53.32,5.02,0.0,0.0
247,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-28 19:00:00,0.011,2017,9,28,19,0.0,0.0,0.0,-999.0,-999.0,90.0,12.39,57.0,4.94,0.0,0.0
248,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-29 07:00:00,0.024,2017,9,29,7,250.45,254.57,783.17,0.69,0.15,74.42,11.34,59.25,4.04,39.41,0.0
249,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-29 08:00:00,1.151,2017,9,29,8,400.25,403.38,893.9,0.74,0.15,66.56,14.1,52.17,3.08,47.23,0.0
250,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-29 09:00:00,3.281,2017,9,29,9,521.05,521.22,964.47,0.77,0.15,60.17,17.98,41.05,2.74,48.24,0.0
251,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-29 10:00:00,6.056,2017,9,29,10,595.83,597.1,982.22,0.78,0.15,55.91,21.36,30.12,2.72,53.71,0.0
252,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-29 11:00:00,10.03,2017,9,29,11,619.92,620.47,983.91,0.78,0.13,54.34,22.78,26.38,2.27,54.28,0.0
253,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-29 12:00:00,12.09,2017,9,29,12,592.33,596.33,968.38,0.78,0.13,55.73,23.47,24.6,1.83,61.49,0.0
254,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-29 13:00:00,12.794,2017,9,29,13,513.6,521.95,878.47,0.75,0.12,59.85,23.79,23.82,1.35,86.05,0.0
255,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-29 14:00:00,11.893,2017,9,29,14,389.48,404.98,857.58,0.71,0.13,66.13,23.7,24.18,1.01,54.22,0.0
256,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-29 15:00:00,10.659,2017,9,29,15,253.38,256.73,734.66,0.67,0.16,73.93,23.06,28.54,0.78,48.4,0.0
257,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-29 16:00:00,8.164,2017,9,29,16,99.72,103.7,440.86,0.54,0.18,82.25,20.52,43.41,1.12,31.99,0.0
258,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-29 17:00:00,4.785,2017,9,29,17,0.0,0.0,0.0,-999.0,-999.0,90.0,17.39,42.21,1.8,0.0,0.0
259,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-29 18:00:00,1.238,2017,9,29,18,0.0,0.0,0.0,-999.0,-999.0,90.0,15.1,48.1,2.29,0.0,0.0
260,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-29 19:00:00,0.008,2017,9,29,19,0.0,0.0,0.0,-999.0,-999.0,90.0,13.41,52.91,2.78,0.0,0.0
261,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-30 07:00:00,0.026,2017,9,30,7,95.78,221.2,62.94,0.27,0.14,74.69,12.99,61.86,5.69,74.16,0.01
262,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-30 08:00:00,0.855,2017,9,30,8,165.1,367.83,75.12,0.31,0.13,66.86,15.18,53.52,6.65,131.39,0.06
263,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-30 09:00:00,2.924,2017,9,30,9,221.73,490.17,58.08,0.33,0.13,60.51,15.83,50.72,7.55,175.9,0.33
264,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-30 10:00:00,4.527,2017,9,30,10,227.23,577.92,24.13,0.3,0.13,56.27,15.62,52.13,7.37,195.42,0.69
265,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-30 11:00:00,3.662,2017,9,30,11,239.68,607.42,28.12,0.31,0.13,54.73,14.9,55.02,6.86,203.68,0.56
266,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-30 12:00:00,1.695,2017,9,30,12,182.95,582.88,12.63,0.24,0.13,56.13,14.44,56.84,6.14,158.31,0.52
267,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-30 13:00:00,1.399,2017,9,30,13,196.15,510.88,35.45,0.29,0.13,60.24,14.5,56.18,5.49,162.63,0.55
268,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-30 14:00:00,2.347,2017,9,30,14,144.35,396.02,38.65,0.27,0.13,66.51,14.77,54.1,4.9,121.0,0.87
269,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-30 15:00:00,1.623,2017,9,30,15,76.07,249.52,27.03,0.21,0.13,74.29,14.35,55.25,4.19,62.1,0.71
270,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-30 16:00:00,0.886,2017,9,30,16,54.97,97.62,74.73,0.32,0.18,82.71,12.85,65.99,3.11,46.75,0.45
271,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-30 17:00:00,1.64,2017,9,30,17,0.0,0.0,0.0,-999.0,-999.0,90.0,10.51,76.08,2.2,0.0,0.71
272,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-30 18:00:00,1.077,2017,9,30,18,0.0,0.0,0.0,-999.0,-999.0,90.0,9.63,80.76,2.14,0.0,2.33
273,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-30 19:00:00,0.008,2017,9,30,19,0.0,0.0,0.0,-999.0,-999.0,90.0,9.07,83.92,2.37,0.0,5.5
274,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-09 08:00:00,1.305,2017,9,9,8,220.4,381.0,163.79,0.34,0.2,60.77,19.18,61.72,3.18,145.82,0.0
275,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-09 09:00:00,3.588,2017,9,9,9,281.98,511.35,290.11,0.36,0.14,53.73,23.02,45.95,4.19,162.79,0.01
276,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-09 10:00:00,6.92,2017,9,9,10,366.25,601.65,180.0,0.41,0.14,48.77,25.46,36.58,5.12,242.28,0.06
277,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-09 11:00:00,9.483,2017,9,9,11,268.67,644.5,94.05,0.29,0.14,46.66,26.5,32.86,6.04,204.14,0.09
278,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-09 12:00:00,10.533,2017,9,9,12,253.73,636.12,69.76,0.28,0.14,47.83,26.99,31.15,6.58,191.14,0.16
279,Calgary Fire Hall Headquarters,1212 42 AV SE,2017-09-09 13:00:00,5.719,2017,9,9,13,266.8,588.9,185.08,0.32,0.14,52.02,26.97,30.65,6.78,200.16,0.09
