,name,address,date,kWh,year,month,day,hour,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,T2M,RH2M,WS10M,ALLSKY_SFC_SW_DIFF,PRECTOTCORR
3799,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 06:00:00,0.249,2018,5,27,6,380.12,396.27,724.82,0.7,0.16,65.66,14.67,51.87,4.7,98.96,0.0
3800,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 07:00:00,1.229,2018,5,27,7,544.2,558.7,800.78,0.74,0.15,56.37,17.54,41.06,4.26,121.11,0.0
3801,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 08:00:00,3.026,2018,5,27,8,683.62,702.0,826.82,0.76,0.15,47.38,20.02,34.37,3.48,138.49,0.0
3802,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 09:00:00,6.626,2018,5,27,9,796.45,814.58,916.79,0.78,0.14,39.3,21.66,31.63,2.51,150.41,0.0
3803,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 10:00:00,9.969,2018,5,27,10,864.42,889.6,877.58,0.78,0.14,33.16,22.87,30.16,1.61,173.2,0.0
3804,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 11:00:00,11.909,2018,5,27,11,886.9,917.72,912.99,0.78,0.14,30.35,23.84,29.21,1.21,152.26,0.01
3805,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 12:00:00,13.809,2018,5,27,12,884.97,899.15,889.75,0.79,0.14,31.86,24.57,28.55,1.74,130.17,0.02
3806,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 13:00:00,14.029,2018,5,27,13,811.15,835.85,885.83,0.77,0.15,37.13,25.03,28.17,2.58,126.99,0.05
3807,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 14:00:00,14.014,2018,5,27,14,710.15,732.28,870.38,0.75,0.15,44.73,25.19,28.25,3.24,105.26,0.08
3808,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 15:00:00,12.869,2018,5,27,15,577.1,596.3,791.36,0.73,0.15,53.52,25.05,28.69,3.8,114.3,0.03
3809,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 17:00:00,8.405,2018,5,27,17,264.52,273.0,644.02,0.65,0.15,71.99,23.22,35.07,4.16,65.47,0.0
3810,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 18:00:00,5.37,2018,5,27,18,114.07,117.75,430.55,0.54,0.18,80.85,20.41,47.77,3.45,38.4,0.0
3811,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 19:00:00,2.106,2018,5,27,19,11.7,11.93,57.01,0.33,0.17,88.47,17.59,53.79,3.75,10.81,0.0
3812,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 20:00:00,0.523,2018,5,27,20,0.0,0.0,0.0,-999.0,-999.0,90.0,16.67,55.36,4.02,0.0,0.0
3813,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-05-27 21:00:00,0.024,2018,5,27,21,0.0,0.0,0.0,-999.0,-999.0,90.0,15.91,59.04,3.96,0.0,0.0
3814,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 16:00:00,9.043,2018,8,10,16,239.48,267.23,202.89,0.45,0.02,66.1,34.8,24.5,2.14,146.25,0.0
3815,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 17:00:00,5.722,2018,8,10,17,124.47,131.8,103.77,0.37,0.14,75.41,31.21,43.4,2.01,92.84,0.0
3816,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-19 06:00:00,0.018,2018,4,19,6,257.1,260.9,685.27,0.68,0.43,73.61,2.49,62.58,1.58,61.64,0.0
3817,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-19 07:00:00,0.631,2018,4,19,7,404.05,435.08,736.13,0.69,0.37,64.41,4.8,55.19,2.74,96.35,0.0
3818,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-19 08:00:00,2.412,2018,4,19,8,561.88,593.0,785.66,0.74,0.38,55.76,7.46,46.47,5.08,126.68,0.0
3819,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-19 09:00:00,4.454,2018,4,19,9,691.58,717.1,807.56,0.77,0.36,48.27,9.49,39.37,5.9,160.06,0.0
3820,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-19 13:00:00,15.422,2018,4,19,13,657.42,734.08,721.91,0.7,0.3,45.92,13.19,33.19,6.38,158.93,0.0
3821,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-19 14:00:00,15.16,2018,4,19,14,573.7,626.47,739.79,0.7,0.35,52.75,13.16,33.04,6.38,134.06,0.0
3822,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-19 15:00:00,13.773,2018,4,19,15,441.8,480.9,674.39,0.68,0.35,61.04,12.76,33.71,6.2,124.34,0.0
3823,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-19 16:00:00,11.49,2018,4,19,16,271.33,308.7,470.57,0.59,0.31,70.08,11.82,36.57,5.67,111.89,0.0
3824,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-19 17:00:00,8.34,2018,4,19,17,127.25,141.38,312.71,0.51,0.5,79.36,8.86,54.29,3.41,71.53,0.0
3825,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-19 18:00:00,4.522,2018,4,19,18,14.62,16.08,41.99,0.31,0.52,88.0,4.23,73.65,3.4,16.37,0.0
3826,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-19 19:00:00,1.178,2018,4,19,19,0.0,0.0,0.0,-999.0,-999.0,90.0,2.49,80.36,3.62,0.0,0.0
3827,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-02-14 09:00:00,0.006,2019,2,14,9,338.65,342.25,959.86,0.78,0.49,71.89,-13.98,81.79,4.39,46.65,0.01
3828,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-02-14 10:00:00,0.122,2019,2,14,10,435.62,438.8,996.43,0.81,0.46,67.19,-12.29,81.62,5.39,51.59,0.0
3829,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-27 13:00:00,14.862,2018,4,27,13,705.4,757.55,737.2,0.73,0.18,43.66,21.72,27.56,7.22,172.66,0.0
3830,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-27 14:00:00,14.459,2018,4,27,14,617.3,646.88,767.28,0.73,0.18,50.71,22.0,26.95,6.94,137.74,0.0
3831,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-02-14 11:00:00,0.252,2019,2,14,11,485.23,487.25,1021.61,0.82,0.41,64.77,-10.91,78.62,6.05,55.18,0.0
3832,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-02-14 12:00:00,0.363,2019,2,14,12,480.02,484.25,1010.13,0.81,0.44,64.92,-10.39,78.97,6.31,57.21,0.0
3833,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-02-14 13:00:00,0.349,2019,2,14,13,422.5,428.23,970.3,0.8,0.46,67.63,-10.53,81.05,6.3,58.32,0.0
3834,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-02-14 14:00:00,0.287,2019,2,14,14,295.17,322.85,745.45,0.71,0.4,72.57,-11.04,84.18,6.12,80.8,0.01
3835,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-02-14 15:00:00,0.137,2019,2,14,15,150.73,183.77,482.39,0.58,0.39,79.27,-12.39,90.98,5.22,69.93,0.04
3836,Calgary Fire Hall Headquarters,1212 42 AV SE,2019-02-14 16:00:00,0.002,2019,2,14,16,24.7,36.78,125.27,0.35,0.45,87.1,-15.16,100.0,4.02,21.52,0.15
3837,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 06:00:00,0.019,2018,8,16,6,178.57,216.05,285.91,0.45,0.15,72.62,15.25,74.2,1.58,92.87,0.0
3838,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 07:00:00,0.6,2018,8,16,7,308.6,369.77,368.73,0.52,0.12,63.39,17.78,61.26,2.34,140.74,0.0
3839,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 08:00:00,1.937,2018,8,16,8,467.92,515.72,485.48,0.61,0.12,54.6,20.75,48.8,3.16,173.48,0.0
3840,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 09:00:00,3.728,2018,8,16,9,531.05,636.47,132.74,0.59,0.13,46.87,23.29,41.08,2.79,370.18,0.0
3841,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 10:00:00,6.293,2018,8,16,10,718.35,720.35,649.08,0.72,0.15,41.07,25.86,34.0,2.39,208.56,0.0
3842,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 11:00:00,8.706,2018,8,16,11,667.35,671.42,427.55,0.64,0.11,38.24,27.72,29.8,2.13,286.76,0.0
3843,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 12:00:00,10.004,2018,8,16,12,654.15,669.15,420.32,0.64,0.11,39.12,28.75,27.62,2.18,279.31,0.0
3844,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 13:00:00,10.206,2018,8,16,13,619.12,621.5,460.83,0.64,0.1,43.47,29.09,26.79,2.65,243.64,0.0
3845,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 14:00:00,10.304,2018,8,16,14,527.97,533.35,444.47,0.62,0.08,50.3,28.98,26.95,3.56,214.19,0.0
3846,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 15:00:00,9.331,2018,8,16,15,403.33,406.5,381.19,0.58,0.07,58.62,28.17,29.25,4.27,189.45,0.0
3847,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 16:00:00,7.467,2018,8,16,16,257.35,260.0,282.96,0.51,0.02,67.69,26.18,37.57,4.14,139.16,0.0
3848,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 17:00:00,5.372,2018,8,16,17,135.23,136.95,222.64,0.45,0.1,77.0,23.25,47.91,3.84,80.43,0.0
3849,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 18:00:00,2.928,2018,8,16,18,25.35,25.62,26.04,0.28,0.12,86.11,20.44,56.42,3.34,23.42,0.0
3850,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 19:00:00,1.054,2018,8,16,19,0.0,0.0,0.0,-999.0,-999.0,90.0,18.64,62.46,2.68,0.0,0.0
3851,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-16 20:00:00,0.105,2018,8,16,20,0.0,0.0,0.0,-999.0,-999.0,90.0,17.77,65.06,2.61,0.0,0.0
3852,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-11-20 08:00:00,0.421,2018,11,20,8,95.35,130.2,176.13,0.45,0.29,81.23,1.52,69.54,6.94,68.56,0.0
3853,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-11-20 09:00:00,0.891,2018,11,20,9,187.65,231.6,267.46,0.55,0.27,75.89,3.16,62.62,6.83,126.5,0.0
3854,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-11-20 10:00:00,1.565,2018,11,20,10,258.8,297.23,393.53,0.62,0.33,72.51,5.28,55.57,6.28,164.35,0.0
3855,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-11-20 11:00:00,2.551,2018,11,20,11,266.73,318.92,335.92,0.6,0.34,71.41,6.68,53.64,5.57,171.62,0.0
3856,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-11-20 12:00:00,2.587,2018,11,20,12,223.65,293.12,208.93,0.54,0.29,72.71,7.21,55.09,4.78,169.34,0.0
3857,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-11-20 13:00:00,1.877,2018,11,20,13,167.52,222.43,211.28,0.51,0.3,76.27,6.61,61.06,3.88,124.96,0.0
3858,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-11-20 14:00:00,1.418,2018,11,20,14,83.28,117.1,104.2,0.42,0.31,81.77,4.79,66.77,3.9,63.4,0.0
3859,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-11-20 15:00:00,0.55,2018,11,20,15,11.68,15.48,25.25,0.29,0.31,88.33,2.31,71.03,4.25,15.5,0.0
3860,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-11-20 16:00:00,0.15,2018,11,20,16,0.0,0.0,0.0,-999.0,-999.0,90.0,0.9,73.09,4.44,0.0,0.0
3861,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-14 10:00:00,9.153,2018,4,14,10,631.8,795.45,88.57,0.66,0.5,44.58,11.11,29.99,8.19,497.04,0.04
3862,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-14 16:00:00,7.594,2018,4,14,16,152.98,312.48,138.91,0.35,0.22,71.27,8.15,40.68,6.55,109.38,0.01
3863,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-14 17:00:00,5.128,2018,4,14,17,80.65,138.2,176.82,0.36,0.53,80.55,5.77,54.76,4.05,56.65,0.01
3864,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-14 18:00:00,3.501,2018,4,14,18,7.88,11.1,34.66,0.26,0.52,88.72,2.33,71.56,3.33,9.34,0.01
3865,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-14 19:00:00,1.328,2018,4,14,19,0.0,0.0,0.0,-999.0,-999.0,90.0,0.7,76.02,3.22,0.0,0.01
3866,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-04-14 20:00:00,0.043,2018,4,14,20,0.0,0.0,0.0,-999.0,-999.0,90.0,0.67,74.38,2.66,0.0,0.01
3867,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-09-04 07:00:00,0.011,2018,9,4,7,249.93,375.17,151.07,0.49,0.13,67.79,7.46,72.92,2.02,194.8,0.21
3868,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-09-04 08:00:00,0.49,2018,9,4,8,359.6,529.42,228.07,0.53,0.13,59.34,8.88,66.2,2.24,240.93,0.29
3869,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-09-04 09:00:00,1.12,2018,9,4,9,487.42,652.88,511.05,0.59,0.15,52.14,10.18,60.41,2.37,201.44,0.32
3870,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-09-04 10:00:00,2.836,2018,9,4,10,482.12,735.45,586.76,0.53,0.14,46.99,11.96,53.02,2.39,225.94,0.18
3871,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-09-04 11:00:00,2.754,2018,9,4,11,572.0,768.03,705.08,0.6,0.14,44.73,13.66,46.28,2.37,144.21,0.05
3872,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-09-04 12:00:00,3.764,2018,9,4,12,616.67,752.92,785.41,0.66,0.16,45.82,15.0,41.47,2.51,133.36,0.01
3873,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-09-04 13:00:00,8.398,2018,9,4,13,625.78,687.25,839.02,0.73,0.17,50.04,15.69,38.75,2.79,119.64,0.0
3874,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-09-04 14:00:00,11.623,2018,9,4,14,547.65,576.9,827.43,0.74,0.18,56.61,15.78,38.03,2.99,110.35,0.0
3875,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-09-04 15:00:00,13.342,2018,9,4,15,407.9,431.73,799.53,0.71,0.19,64.71,15.42,38.66,3.28,71.81,0.0
3876,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-09-04 16:00:00,10.02,2018,9,4,16,241.43,264.23,733.71,0.64,0.16,73.65,14.39,41.49,3.77,45.03,0.0
3877,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-09-04 17:00:00,7.246,2018,9,4,17,93.6,100.5,494.01,0.54,0.17,82.62,11.83,53.43,2.95,23.77,0.0
3878,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-09-04 18:00:00,3.499,2018,9,4,18,0.0,0.0,0.0,-999.0,-999.0,90.0,8.58,66.98,2.9,0.0,0.0
3879,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-09-04 19:00:00,0.656,2018,9,4,19,0.0,0.0,0.0,-999.0,-999.0,90.0,7.51,70.54,2.95,0.0,0.0
3880,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-09-04 20:00:00,0.001,2018,9,4,20,0.0,0.0,0.0,-999.0,-999.0,90.0,6.7,73.25,2.92,0.0,0.0
3881,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-22 06:00:00,0.01,2018,8,22,6,203.8,204.23,426.16,0.55,0.11,73.91,16.86,55.98,3.28,78.59,0.0
3882,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-22 07:00:00,0.58,2018,8,22,7,348.12,348.6,499.4,0.61,0.08,64.71,19.76,48.26,2.16,128.62,0.0
3883,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-22 08:00:00,2.143,2018,8,22,8,493.75,494.08,581.63,0.66,0.09,56.02,23.81,36.55,1.26,157.66,0.0
3884,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-22 09:00:00,4.166,2018,8,22,9,612.35,612.35,639.18,0.69,0.1,48.44,27.16,28.4,0.77,167.81,0.0
3885,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-22 10:00:00,8.143,2018,8,22,10,695.4,695.55,670.85,0.71,0.1,42.83,29.01,25.06,0.56,179.3,0.0
3886,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-22 11:00:00,10.243,2018,8,22,11,664.12,664.45,499.98,0.65,0.06,40.18,30.16,23.21,0.44,248.54,0.0
3887,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-22 12:00:00,12.455,2018,8,22,12,644.97,645.38,485.16,0.64,0.06,41.12,30.9,22.08,0.84,243.55,0.0
3888,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-22 13:00:00,12.858,2018,8,22,13,578.7,579.05,446.38,0.62,0.05,45.41,31.24,21.36,1.34,227.5,0.0
3889,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-22 14:00:00,12.068,2018,8,22,14,481.67,482.1,409.44,0.59,0.03,52.15,31.18,21.01,1.76,202.78,0.0
3890,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-22 15:00:00,11.058,2018,8,22,15,393.2,393.95,442.52,0.6,0.13,60.4,30.62,21.42,2.2,160.32,0.0
3891,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-22 16:00:00,9.275,2018,8,22,16,237.75,238.48,302.62,0.51,0.17,69.44,29.24,26.18,2.34,122.67,0.0
3892,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-22 17:00:00,6.527,2018,8,22,17,104.43,104.85,170.59,0.4,0.09,78.74,25.34,42.96,2.38,70.45,0.0
3893,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-22 19:00:00,1.026,2018,8,22,19,0.0,0.0,0.0,-999.0,-999.0,90.0,19.59,48.46,3.31,0.0,0.0
3894,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-22 20:00:00,0.054,2018,8,22,20,0.0,0.0,0.0,-999.0,-999.0,90.0,18.65,49.28,3.04,0.0,0.0
3895,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-12-11 08:00:00,0.022,2018,12,11,8,31.2,73.47,15.58,0.24,0.3,84.69,-5.44,75.74,4.9,28.76,0.01
3896,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-12-11 09:00:00,0.709,2018,12,11,9,72.5,167.7,24.35,0.28,0.3,79.53,-2.79,72.4,5.5,64.75,0.15
3897,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-12-11 10:00:00,1.378,2018,12,11,10,110.95,235.38,26.58,0.33,0.3,76.0,-1.44,73.97,5.9,97.7,0.69
3898,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-12-11 11:00:00,0.703,2018,12,11,11,120.4,263.42,19.58,0.32,0.3,74.64,-0.67,76.07,5.93,103.89,0.9
3899,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-12-11 12:00:00,0.596,2018,12,11,12,73.12,245.02,1.42,0.21,0.31,75.59,0.01,76.88,5.92,63.93,1.28
3900,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-12-11 13:00:00,1.238,2018,12,11,13,51.65,182.48,0.49,0.19,0.31,78.76,0.29,77.93,5.39,46.65,0.91
3901,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-12-11 14:00:00,2.542,2018,12,11,14,26.65,86.53,0.0,0.18,0.3,83.86,-0.03,79.02,4.5,24.07,0.14
3902,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 06:00:00,0.057,2018,8,10,6,271.8,272.73,633.11,0.64,0.17,71.38,22.81,43.23,3.73,68.59,0.0
3903,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 07:00:00,0.849,2018,8,10,7,436.55,437.65,751.71,0.71,0.16,62.13,25.88,35.58,3.96,84.49,0.0
3904,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 08:00:00,2.528,2018,8,10,8,584.47,585.55,813.56,0.74,0.16,53.26,29.19,31.81,3.23,97.47,0.0
3905,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 09:00:00,4.752,2018,8,10,9,701.12,702.0,824.81,0.75,0.15,45.4,33.35,21.52,3.64,114.42,0.0
3906,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 10:00:00,7.986,2018,8,10,10,778.3,778.9,821.25,0.76,0.15,39.41,35.35,16.81,3.94,132.76,0.0
3907,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 11:00:00,9.799,2018,8,10,11,734.85,735.15,573.5,0.69,0.12,36.44,36.28,15.28,3.99,238.12,0.0
3908,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 12:00:00,11.782,2018,8,10,12,720.65,722.65,562.2,0.68,0.11,37.27,36.83,14.57,4.07,237.96,0.0
3909,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 13:00:00,12.302,2018,8,10,13,658.8,660.03,533.93,0.67,0.09,41.68,37.01,14.62,3.87,225.14,0.0
3910,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 14:00:00,12.07,2018,8,10,14,557.45,558.0,488.59,0.64,0.07,48.6,36.86,15.42,3.6,203.11,0.0
3911,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 15:00:00,10.896,2018,8,10,15,371.55,418.1,291.04,0.52,0.06,57.0,36.32,17.64,3.01,192.29,0.0
3912,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 18:00:00,2.221,2018,8,10,18,32.58,33.92,14.36,0.25,0.14,84.44,28.29,42.89,2.25,31.61,0.0
3913,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 19:00:00,0.85,2018,8,10,19,0.0,0.0,0.0,-999.0,-999.0,90.0,25.81,45.71,2.26,0.0,0.0
3914,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-10 20:00:00,0.089,2018,8,10,20,0.0,0.0,0.0,-999.0,-999.0,90.0,24.08,49.22,2.9,0.0,0.0
3915,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-12-11 15:00:00,0.78,2018,12,11,15,2.92,6.22,5.26,0.18,0.28,89.33,-0.69,79.51,3.92,4.01,0.02
3916,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-12-11 16:00:00,0.064,2018,12,11,16,0.0,0.0,0.0,-999.0,-999.0,90.0,-1.03,78.98,3.78,0.0,0.03
3917,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-12 20:00:00,0.068,2018,8,12,20,0.0,0.0,0.0,-999.0,-999.0,90.0,11.1,77.75,5.24,0.0,0.59
3918,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 06:00:00,0.001,2018,8,28,6,119.32,217.73,80.96,0.35,0.13,75.26,10.12,63.06,3.82,93.75,0.26
3919,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 07:00:00,0.544,2018,8,28,7,238.23,387.17,120.09,0.44,0.13,66.1,12.14,57.87,3.38,189.91,0.24
3920,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 08:00:00,1.56,2018,8,28,8,316.55,537.8,165.72,0.44,0.13,57.51,14.48,50.11,3.47,227.74,0.12
3921,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 09:00:00,3.567,2018,8,28,9,429.85,654.92,265.29,0.5,0.13,50.1,15.97,45.52,2.77,308.58,0.05
3922,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 10:00:00,4.417,2018,8,28,10,533.65,735.55,400.94,0.56,0.16,44.7,17.18,42.93,2.34,272.52,0.05
3923,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 11:00:00,7.227,2018,8,28,11,454.38,755.05,420.02,0.46,0.16,42.22,18.62,40.71,2.16,198.21,0.22
3924,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 12:00:00,10.174,2018,8,28,12,357.62,744.03,491.13,0.37,0.13,43.23,20.06,39.27,2.0,164.64,0.79
3925,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 13:00:00,14.012,2018,8,28,13,257.12,682.62,37.52,0.29,0.12,47.48,20.82,38.32,2.22,210.15,1.14
3926,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 14:00:00,13.086,2018,8,28,14,241.98,577.97,92.83,0.31,0.13,54.15,20.88,38.17,2.48,174.87,0.95
3927,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 15:00:00,6.605,2018,8,28,15,231.07,439.77,280.8,0.37,0.13,62.32,20.45,39.31,2.45,131.53,0.52
3928,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 16:00:00,3.184,2018,8,28,16,143.2,278.15,196.6,0.34,0.13,71.32,19.09,52.45,1.57,92.12,0.2
3929,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 17:00:00,3.591,2018,8,28,17,61.83,114.82,104.25,0.28,0.13,80.62,17.76,58.9,1.06,43.93,0.31
3930,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 18:00:00,3.584,2018,8,28,18,6.1,8.62,10.27,0.21,0.13,88.78,15.91,60.12,1.67,7.94,0.2
3931,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 19:00:00,1.596,2018,8,28,19,0.0,0.0,0.0,-999.0,-999.0,90.0,13.79,68.93,2.68,0.0,0.06
3932,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-08-28 20:00:00,0.034,2018,8,28,20,0.0,0.0,0.0,-999.0,-999.0,90.0,12.57,71.99,3.19,0.0,0.01
3933,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-06-07 05:00:00,0.021,2018,6,7,5,206.52,208.4,413.22,0.57,0.19,73.99,13.09,60.37,1.99,89.46,0.0
3934,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-06-07 06:00:00,0.47,2018,6,7,6,368.23,370.2,583.45,0.66,0.1,64.87,15.61,51.2,1.55,115.48,0.0
3935,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-06-07 07:00:00,1.593,2018,6,7,7,531.4,531.78,681.84,0.71,0.12,55.57,19.11,39.43,2.22,136.11,0.0
3936,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-06-07 08:00:00,3.49,2018,6,7,8,676.78,678.62,737.71,0.74,0.14,46.52,21.26,34.52,3.12,160.65,0.0
3937,Calgary Fire Hall Headquarters,1212 42 AV SE,2018-06-07 09:00:00,6.823,2018,6,7,9,779.2,795.33,748.72,0.75,0.14,38.32,22.59,32.66,3.38,183.92,0.0
